"original_filename","new_filename","recipe_id","status","timestamp"
"PXL_20260523_105949018.RAW-01.COVER.jpg","split-pea-soup-20260523.jpg","wc-kitchen.split-pea-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105952998.RAW-01.COVER.jpg","slow-cooker-beef-stew-20260523.jpg","wc-kitchen.slow-cooker-beef-stew","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105954549.RAW-01.COVER.jpg","chili-recipe-20260523.jpg","wc-kitchen.chili-recipe","applied","2026-05-30T17:25:07Z"
"PXL_20260523_105959132.RAW-01.COVER.jpg","the-best-instant-pot-lentil-soup-20260523.jpg","wc-kitchen.the-best-instant-pot-lentil-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110000549.RAW-01.COVER.jpg","ratatouille-20260523.jpg","wc-kitchen.ratatouille","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110005052.RAW-01.COVER.jpg","chicken-soup-20260523.jpg","wc-kitchen.chicken-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110006520.RAW-01.COVER.jpg","vegetarian-lentil-tortilla-soup-20260523.jpg","wc-kitchen.vegetarian-lentil-tortilla-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110011912.RAW-01.COVER.jpg","rice-pilaf-20260523.jpg","wc-kitchen.rice-pilaf","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110016726.RAW-01.COVER.jpg","mushroom-onion-and-sage-stuffing-20260523.jpg","wc-kitchen.mushroom-onion-and-sage-stuffing","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110020503.RAW-01.COVER.jpg","instant-pot-black-beans-20260523.jpg","wc-kitchen.instant-pot-black-beans","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110025036.RAW-01.COVER.jpg","instant-pot-cilantro-lime-rice-recipe-20260523.jpg","wc-kitchen.instant-pot-cilantro-lime-rice-recipe","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110026906.RAW-01.COVER.jpg","ultra-crispy-smashed-potatoes-20260523.jpg","wc-kitchen.ultra-crispy-smashed-potatoes","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110032550.RAW-01.COVER.jpg","how-to-make-instant-pot-farro-20260523.jpg","wc-kitchen.how-to-make-instant-pot-farro","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110034702.RAW-01.COVER.jpg","baked-acorn-squash-with-butter-and-brown-sugar-20260523.jpg","wc-kitchen.baked-acorn-squash-with-butter-and-brown-sugar","applied","2026-05-30T17:25:07Z"
